20111104T013620.700253,254,25,-10.6689,7.94759,-0.414038,2.49982,13.3095,22075
20111104T013620.700255,172,28,-10.6844,8.6013,-0.477425,2.46527,13.7239,22081
20111104T013620.700256,1,30,-10.5037,8.21525,-0.0181642,2.47937,13.3341,22085
20111104T013620.700258,41,1,-10.83,7.99697,1.42833,2.50404,13.5374,22091
20111104T013620.700267,83,13,-10.7473,7.95499,0.499394,2.50288,13.3797,22112
20111104T013620.700276,254,25,-10.7798,7.9255,-0.415616,2.5061,13.3855,22131
20111104T013620.700280,25,30,-10.6058,8.18812,-0.0175898,2.48565,13.3981,22140
20111104T013620.700412,1,6,-10.6328,8.18102,1.81989,2.4873,13.538,22155
20111104T013620.700417,145,13,-10.8534,7.92864,0.502727,2.50916,13.4497,22167
20111104T013620.700420,149,18,-10.7061,8.19417,0.897775,2.48983,13.5112,22174
20111104T013620.700429,44,30,-10.7335,8.17939,-0.0167282,2.49193,13.4941,22192
20111104T013620.700435,128,6,-10.6966,8.12361,1.8222,2.49358,13.554,22207
20111104T013620.700444,197,18,-10.6682,8.05956,0.889194,2.49612,13.3992,22229
20111104T013620.700451,49,28,-10.5407,8.16379,-0.467922,2.48412,13.3399,22245
20111104T013620.700451,142,60,-10.5899,8.09966,2.12377,2.49018,13.5003,22246
20111104T013620.700452,99,29,-10.7826,8.98805,-0.57614,2.44527,14.0486,22247
20111104T013620.700452,58,30,-10.6743,8.02901,-0.0179667,2.49822,13.3561,22249
20111104T013620.700458,148,6,-10.73,8.04321,1.81902,2.49986,13.532,22263
20111104T013620.700467,216,18,-10.7218,7.99475,0.8895,2.5024,13.4032,22285
20111104T013620.700474,219,28,-10.6952,8.17618,-0.471139,2.4904,13.4699,22301
20111104T013620.700474,166,60,-10.7068,8.08282,2.13719,2.49646,13.5843,22302
20111104T013620.700475,199,29,-10.7726,8.8654,-0.573457,2.45155,13.9626,22303
20111104T013620.700476,135,30,-10.7148,7.95464,-0.0180744,2.5045,13.3441,22305
20111104T013620.700476,40,31,-10.2485,8.19136,-0.107738,2.46574,13.1195,22307
20111104T013620.700480,178,4,-10.6427,8.1143,1.36645,2.49171,13.452,22315
20111104T013620.700481,43,6,-10.8201,8.005,1.82624,2.50615,13.582,22319
20111104T013620.700489,1,16,-10.679,8.10142,0.438699,2.49411,13.4107,22339
20111104T013620.700490,137,18,-10.812,7.95671,0.893331,2.50868,13.4532,22342
20111104T013620.700497,254,28,-10.7719,8.12805,-0.471931,2.49669,13.5019,22357
20111104T013620.700497,182,60,-10.7463,8.00715,2.13496,2.50275,13.5703,22358
20111104T013620.700498,254,29,-10.9428,8.89099,-0.578075,2.45783,14.1106,22359
20111104T013620.700500,117,31,-10.3672,8.18018,-0.107541,2.47203,13.2055,22361
20111104T013620.700503,163,4,-10.7062,8.05681,1.36824,2.49799,13.468,22369
20111104T013620.700512,181,16,-10.6208,7.95288,0.432854,2.50039,13.2747,22387
20111104T013620.700521,231,28,-10.6622,7.94102,-0.466982,2.50297,13.3019,22404
20111104T013620.700521,110,60,-10.8441,7.97449,2.14454,2.50903,13.6303,22405
20111104T013620.700522,251,29,-10.7679,8.63661,-0.568839,2.46412,13.8146,22406
20111104T013620.700523,62,31,-10.483,8.16537,-0.107353,2.47831,13.2875,22410
20111104T013620.700527,114,4,-10.7441,8.00627,1.36824,2.5027,13.468,22420
20111104T013620.700535,74,16,-10.7481,7.96926,0.437668,2.5051,13.3867,22441
20111104T013620.700544,254,28,-10.7479,7.92622,-0.468467,2.50768,13.3619,22459
20111104T013620.700545,254,29,-10.9023,8.66051,-0.572583,2.46883,13.9346,22461
20111104T013620.700546,83,31,-10.5941,8.17218,-0.107141,2.48302,13.3795,22465
20111104T013620.700751,129,4,-10.8519,7.98091,1.37629,2.50898,13.54,22474
20111104T013620.700753,63,7,-10.6638,8.21345,1.75829,2.48376,13.5738,22480
20111104T013620.700760,147,16,-10.8561,7.94396,0.440762,2.51138,13.4587,22494
20111104T013620.700762,159,19,-10.5827,8.10867,0.803485,2.48627,13.3555,22499
20111104T013620.700769,242,29,-10.7522,8.43118,-0.56447,2.47511,13.6746,22516
20111104T013620.700771,94,31,-10.7136,8.15766,-0.106944,2.4893,13.4655,22519
20111104T013620.700777,159,7,-10.6238,8.07663,1.7421,2.49005,13.4578,22534
20111104T013620.700785,128,19,-10.6525,8.05648,0.805176,2.49255,13.3795,22554
20111104T013620.700793,254,29,-10.7687,8.33526,-0.563035,2.4814,13.6286,22570
20111104T013620.700794,128,31,-10.6576,8.00951,-0.107252,2.49559,13.3315,22573
20111104T013620.700800,157,7,-10.7361,8.05617,1.75299,2.49633,13.5358,22588
20111104T013620.700809,210,19,-10.6933,7.98222,0.804331,2.49883,13.3675,22609
20111104T013620.700816,254,29,-10.6923,8.16894,-0.55798,2.48768,13.4666,22626
20111104T013620.700817,190,31,-10.7141,7.94717,-0.107233,2.50187,13.3395,22630
20111104T013620.700820,40,2,-10.1962,8.20825,-0.18137,2.46535,13.0901,22635
20111104T013620.700822,173,5,-10.6244,8.1034,1.27262,2.48848,13.4217,22640
20111104T013620.700823,73,7,-10.804,8.00155,1.75606,2.50261,13.5578,22644
20111104T013620.700830,172,17,-10.5537,8.00901,0.347029,2.4909,13.2524,22662
20111104T013620.700832,93,19,-10.7673,7.93266,0.806445,2.50512,13.3975,22666
20111104T013620.700839,254,29,-10.6685,8.04491,-0.555047,2.49396,13.3726,22682
20111104T013620.700843,71,2,-10.3005,8.21237,-0.18165,2.47006,13.1741,22691
20111104T013620.700845,129,5,-10.6926,8.07607,1.27661,2.49319,13.4597,22697
20111104T013620.700846,74,7,-10.8958,7.99045,1.76555,2.50733,13.6258,22701
20111104T013620.700854,215,17,-10.652,8.00491,0.349809,2.49561,13.3284,22717
20111104T013620.700863,254,29,-10.6823,7.97657,-0.554111,2.49867,13.3426,22737
20111104T013620.700863,1,61,-10.5415,8.07501,1.99399,2.48639,13.4277,22738
20111104T013620.700866,119,2,-10.4212,8.20181,-0.181942,2.47634,13.2621,22745
20111104T013620.700868,88,5,-10.7463,8.01111,1.27703,2.49948,13.4637,22751
20111104T013620.700877,142,17,-10.7165,7.94856,0.350467,2.50189,13.3464,22769
20111104T013620.700886,254,29,-10.7708,7.93782,-0.555609,2.50496,13.3906,22789
20111104T013620.700886,142,61,-10.6787,8.07433,2.0106,2.49267,13.5377,22790
20111104T013620.700887,27,31,-10.7329,7.67691,-0.107564,2.51915,13.1955,22793
20111104T013620.701002,95,2,-10.5452,8.1925,-0.182248,2.48262,13.3541,22799
20111104T013620.701004,123,5,-10.8428,7.97768,1.28312,2.50576,13.5217,22804
20111104T013620.701013,203,17,-10.8242,7.92366,0.353101,2.50818,13.4184,22824
20111104T013620.701016,22,22,-10.6699,8.19988,0.74036,2.48786,13.4764,22834
20111104T013620.701021,106,61,-10.7466,8.02011,2.01392,2.49895,13.5597,22845
20111104T013620.701023,24,31,-10.6944,7.54806,-0.107807,2.52543,13.0895,22848
20111104T013620.701025,100,2,-10.6616,8.17588,-0.182521,2.48891,13.4361,22853
20111104T013620.701031,1,10,-10.7094,8.16197,1.68297,2.49188,13.5691,22868
20111104T013620.701040,49,22,-10.6544,8.08212,0.734888,2.49415,13.3924,22888
20111104T013620.701045,25,29,-10.688,7.67102,-0.548619,2.51752,13.1666,22899
20111104T013620.701045,68,61,-10.8397,7.98415,2.02207,2.50523,13.6137,22900
20111104T013620.701048,128,2,-10.6681,8.075,-0.182335,2.49519,13.3801,22909
20111104T013620.701054,192,10,-10.6748,8.03031,1.66849,2.49817,13.4611,22925
20111104T013620.701063,212,22,-10.6473,7.97205,0.730198,2.50043,13.3204,22943
20111104T013620.701072,222,2,-10.6705,7.97197,-0.182135,2.50147,13.3201,22960
20111104T013620.701076,189,8,-10.6295,8.12825,1.20866,2.49028,13.4349,22971
20111104T013620.701077,81,10,-10.776,8.00081,1.67707,2.50445,13.5251,22975
20111104T013620.701085,49,20,-10.679,8.13681,0.2886,2.492,13.428,22991
20111104T013620.701086,124,22,-10.7615,7.95234,0.735409,2.50671,13.4004,22994
20111104T013620.701091,1,29,-10.7148,7.48791,-0.545998,2.53009,13.0826,23003
20111104T013620.701096,91,3,-10.2787,8.19857,-0.242532,2.46675,13.1494,23014
20111104T013620.701099,159,8,-10.6724,8.08166,1.20926,2.49499,13.4409,23023
20111104T013620.701101,141,10,-10.8632,7.98626,1.68538,2.50916,13.5871,23027
20111104T013620.701108,158,20,-10.6405,8.02872,0.285552,2.49672,13.332,23042
20111104T013620.701109,115,22,-10.873,7.95563,0.741403,2.51143,13.4924,23045
20111104T013620.701118,40,2,-10.6443,7.77179,-0.18167,2.51247,13.1801,23065
20111104T013620.701119,85,3,-10.3849,8.17721,-0.243089,2.47304,13.2194,23067
20111104T013620.701123,184,8,-10.7246,8.01563,1.20946,2.50127,13.4429,23077
20111104T013620.701131,110,20,-10.7004,7.96886,0.285933,2.503,13.344,23098
20111104T013620.701284,59,2,-10.7368,7.73625,-0.181849,2.51875,13.2341,23119
20111104T013620.701284,94,3,-10.5071,8.16714,-0.243806,2.47932,13.3094,23121
20111104T013620.701288,119,8,-10.8164,7.97874,1.21467,2.50756,13.4949,23131
20111104T013620.701297,75,20,-10.797,7.93573,0.287774,2.50928,13.402,23151
20111104T013620.701299,43,23,-10.6365,8.17315,0.661077,2.4849,13.4295,23155
20111104T013620.701307,11,2,-10.6285,7.55762,-0.181211,2.52504,13.0421,23175
20111104T013620.701308,88,3,-10.6358,8.16073,-0.244586,2.4856,13.4074,23177
20111104T013620.701314,98,11,-10.5728,8.05756,1.56568,2.48886,13.3844,23191
20111104T013620.701322,49,23,-10.6399,8.06989,0.657509,2.49118,13.3695,23211
20111104T013620.701330,1,2,-10.7365,7.5331,-0.181457,2.53132,13.1161,23229
20111104T013620.701331,114,3,-10.6343,8.05382,-0.24406,2.49189,13.3414,23231
20111104T013620.701337,170,11,-10.6803,8.03399,1.57483,2.49515,13.4564,23246
20111104T013620.701346,213,23,-10.6154,7.94653,0.651918,2.49746,13.2755,23264
20111104T013620.701354,210,3,-10.6127,7.93285,-0.243344,2.49817,13.2514,23284
20111104T013620.701359,161,9,-10.608,8.11627,1.10339,2.48697,13.4016,23296
20111104T013620.701360,57,11,-10.7687,7.99516,1.58094,2.50143,13.5044,23300
20111104T013620.701367,175,21,-10.5605,8.03447,0.193707,2.48968,13.27,23315
20111104T013620.701369,134,23,-10.7389,7.93436,0.65739,2.50375,13.3675,23318
20111104T013620.701382,84,9,-10.6858,8.0699,1.10653,2.49325,13.4356,23349
20111104T013620.701383,139,11,-10.8667,7.96259,1.58857,2.50771,13.5644,23353
20111104T013620.701391,208,21,-10.6459,7.99443,0.194806,2.49596,13.314,23369
20111104T013620.701392,148,23,-10.8546,7.91506,0.662266,2.51003,13.4495,23372
20111104T013620.701401,28,3,-10.6671,7.79204,-0.243025,2.50916,13.2114,23393
20111104T013620.701405,162,9,-10.6919,7.99555,1.10283,2.49797,13.3956,23404
20111104T013620.701414,198,21,-10.6978,7.95493,0.195255,2.50067,13.332,23424
20111104T013620.701577,37,3,-10.7093,7.72017,-0.242962,2.51545,13.2034,23446
20111104T013620.701582,59,9,-10.8091,7.97799,1.11061,2.50425,13.4796,23458
20111104T013620.701590,196,21,-10.7943,7.92194,0.196704,2.50696,13.39,23478
20111104T013620.701601,8,3,-10.6746,7.59348,-0.24215,2.52173,13.1014,23501
20111104T013620.701624,1,3,-10.7172,7.5228,-0.242102,2.52801,13.0954,23555
