20111104T013029.331598,58,57,-5.01581,-10.3249,1.90621,4.2584,11.6359,38263
20111104T013029.331601,117,60,-5.74913,-10.2733,1.87135,4.20392,11.9203,38269
20111104T013029.331624,58,60,-5.64456,-10.2365,1.85793,4.2102,11.8363,38332
20111104T013029.331645,27,57,-5.06428,-10.7651,1.97687,4.27096,12.0599,38388
20111104T013029.331668,7,57,-4.94251,-10.6805,1.95521,4.27725,11.9299,38446
20111104T013029.331671,1,61,-6.17592,-10.1845,1.78505,4.16557,12.0437,38454
20111104T013029.331692,1,57,-4.82446,-10.6001,1.93454,4.28353,11.8059,38508
20111104T013029.331715,1,57,-4.65263,-10.3964,1.89121,4.28981,11.5459,38568
20111104T013029.331718,1,61,-6.20048,-10.5199,1.83095,4.17813,12.3477,38576
20111104T013029.331868,149,6,-5.37297,-10.5602,1.59099,4.24345,11.954,38593
20111104T013029.331881,25,57,-4.59478,-10.3984,1.88754,4.29452,11.5239,38630
20111104T013029.331884,67,60,-5.26382,-10.258,1.83204,4.24005,11.6743,38636
20111104T013029.331884,1,61,-6.16981,-10.5815,1.83668,4.18285,12.3857,38638
20111104T013029.331887,1,1,-5.0696,-10.8266,1.25281,4.27276,12.0194,38645
20111104T013029.331908,1,61,-5.87499,-10.2244,1.76694,4.18913,11.9237,38699
20111104T013029.331930,86,60,-5.13275,-10.3198,1.83141,4.25261,11.6703,38758
20111104T013029.331931,158,61,-5.83603,-10.3058,1.77479,4.19541,11.9757,38760
20111104T013029.331937,1,6,-5.25218,-10.8235,1.61758,4.2623,12.138,38776
20111104T013029.331953,179,60,-5.0704,-10.3572,1.83236,4.2589,11.6763,38818
20111104T013029.331954,29,61,-5.74218,-10.2906,1.76573,4.20169,11.9157,38820
20111104T013029.331977,189,60,-5.02572,-10.4316,1.84003,4.26518,11.7243,38879
20111104T013029.332193,68,7,-5.46308,-10.7339,1.55868,4.23991,12.1438,38962
20111104T013029.332209,32,60,-4.99663,-10.6705,1.87294,4.27618,11.9303,39003
20111104T013029.332232,57,60,-4.90069,-10.6389,1.86176,4.28246,11.8603,39065
20111104T013029.332240,69,7,-5.09394,-10.3297,1.48441,4.25248,11.6118,39086
20111104T013029.332255,25,60,-4.71363,-10.4031,1.81447,4.28874,11.5643,39128
20111104T013029.332278,1,60,-4.62256,-10.3747,1.80425,4.29502,11.5003,39190
20111104T013029.332289,1,11,-5.9658,-10.4415,1.40312,4.19161,12.1064,39218
20111104T013029.332303,42,61,-5.19987,-10.3254,1.73161,4.24411,11.6897,39251
20111104T013029.332313,1,11,-5.94791,-10.5634,1.41559,4.19789,12.2044,39278
20111104T013029.332326,85,61,-5.23712,-10.5632,1.76664,4.25039,11.9217,39314
20111104T013029.332496,10,11,-5.84966,-10.5047,1.40287,4.2026,12.1044,39340
20111104T013029.332509,34,61,-5.05634,-10.3216,1.72135,4.2551,11.6217,39376
20111104T013029.332514,1,35,-6.24046,-10.1869,2.18919,4.16106,12.1452,39388
20111104T013029.332519,138,10,-5.31088,-10.5575,1.4601,4.24803,11.9071,39401
20111104T013029.332533,61,61,-4.98622,-10.3425,1.71953,4.26139,11.6097,39437
20111104T013029.332537,1,35,-6.15084,-10.1839,2.18004,4.16734,12.0952,39449
20111104T013029.332556,76,61,-4.91944,-10.3701,1.71893,4.26767,11.6057,39499
20111104T013029.332579,69,61,-4.84579,-10.3829,1.71591,4.27395,11.5857,39560
20111104T013029.332603,51,61,-4.76307,-10.3754,1.70957,4.28023,11.5437,39623
20111104T013029.332757,78,34,-5.06459,-10.2392,2.19689,4.25483,11.6325,39757
20111104T013029.332758,1,35,-5.75605,-10.2072,2.14674,4.19718,11.9132,39759
20111104T013029.332781,1,35,-5.7694,-10.3822,2.17638,4.20347,12.0752,39821
20111104T013029.332787,61,11,-5.28375,-10.681,1.38913,4.2513,11.9964,39835
20111104T013029.332804,103,34,-4.9727,-10.38,2.21376,4.26739,11.7205,39880
20111104T013029.332827,43,34,-4.98326,-10.5727,2.24865,4.27368,11.9025,39943
20111104T013029.333022,36,34,-4.72829,-10.3232,2.18347,4.28467,11.5625,40069
20111104T013029.333045,55,34,-4.64406,-10.3097,2.17427,4.29096,11.5145,40130
20111104T013029.333046,27,35,-5.33738,-10.3194,2.12808,4.23331,11.8112,40132
20111104T013029.333069,4,35,-5.22677,-10.2635,2.10942,4.2396,11.7092,40193
20111104T013029.333092,1,35,-5.14892,-10.2698,2.10393,4.24588,11.6792,40254
20111104T013029.333352,1,35,-4.9672,-10.3916,2.10942,4.26473,11.7092,40444
20111104T013029.333399,1,35,-5.0256,-10.8162,2.18553,4.27572,12.1252,40566
20111104T013029.333446,1,35,-4.65222,-10.3534,2.07831,4.28829,11.5392,40690
20111104T013029.333469,1,35,-4.63894,-10.4993,2.1021,4.29457,11.6692,40752
